open,high,low,close,volume,openTime,closeTime
1330.81,1334.00,1327.01,1331.61,25708.002,2021-02-01 12:45:00,2021-02-01 12:59:59
1331.62,1335.74,1329.14,1334.71,15035.002,2021-02-01 13:00:00,2021-02-01 13:14:59
1334.85,1334.91,1328.80,1330.48,10927.057,2021-02-01 13:15:00,2021-02-01 13:29:59
1330.48,1334.01,1326.06,1333.53,16816.563,2021-02-01 13:30:00,2021-02-01 13:44:59
1333.53,1339.14,1327.92,1328.28,22005.926,2021-02-01 13:45:00,2021-02-01 13:59:59
1328.31,1331.00,1310.05,1313.22,57712.720,2021-02-01 14:00:00,2021-02-01 14:14:59
1313.24,1322.68,1312.00,1322.44,27548.087,2021-02-01 14:15:00,2021-02-01 14:29:59
1322.36,1326.00,1319.97,1321.88,21590.737,2021-02-01 14:30:00,2021-02-01 14:44:59
1321.91,1323.05,1313.00,1315.27,29665.918,2021-02-01 14:45:00,2021-02-01 14:59:59
1315.19,1319.63,1310.00,1312.23,22380.036,2021-02-01 15:00:00,2021-02-01 15:14:59
1312.31,1318.95,1311.31,1315.87,17763.784,2021-02-01 15:15:00,2021-02-01 15:29:59
1315.86,1318.95,1315.00,1317.32,10508.752,2021-02-01 15:30:00,2021-02-01 15:44:59
1317.41,1320.05,1301.53,1302.39,37721.424,2021-02-01 15:45:00,2021-02-01 15:59:59
1302.29,1309.84,1300.21,1307.10,28245.315,2021-02-01 16:00:00,2021-02-01 16:14:59
1307.11,1312.00,1305.61,1311.30,17739.125,2021-02-01 16:15:00,2021-02-01 16:29:59
1311.38,1314.45,1306.36,1312.94,14846.227,2021-02-01 16:30:00,2021-02-01 16:44:59
1313.09,1313.79,1309.77,1310.29,9966.343,2021-02-01 16:45:00,2021-02-01 16:59:59
1310.30,1313.00,1307.00,1311.88,12926.825,2021-02-01 17:00:00,2021-02-01 17:14:59
1311.90,1313.13,1310.00,1312.52,8421.190,2021-02-01 17:15:00,2021-02-01 17:29:59
1312.52,1316.52,1311.62,1314.19,15018.071,2021-02-01 17:30:00,2021-02-01 17:44:59
1314.20,1323.26,1312.00,1319.35,26190.039,2021-02-01 17:45:00,2021-02-01 17:59:59
1319.35,1321.99,1317.46,1318.58,14394.508,2021-02-01 18:00:00,2021-02-01 18:14:59
1318.59,1324.70,1317.59,1322.19,13597.334,2021-02-01 18:15:00,2021-02-01 18:29:59
1322.20,1326.08,1320.86,1324.46,13248.573,2021-02-01 18:30:00,2021-02-01 18:44:59
1324.47,1329.00,1321.67,1327.01,13712.871,2021-02-01 18:45:00,2021-02-01 18:59:59
1327.01,1331.74,1325.12,1328.65,17356.783,2021-02-01 19:00:00,2021-02-01 19:14:59
1328.65,1331.47,1327.15,1329.01,11147.393,2021-02-01 19:15:00,2021-02-01 19:29:59
1329.00,1334.99,1328.27,1330.32,15675.966,2021-02-01 19:30:00,2021-02-01 19:44:59
1330.33,1333.94,1328.21,1333.90,12438.119,2021-02-01 19:45:00,2021-02-01 19:59:59
1333.90,1341.80,1333.24,1340.83,24063.259,2021-02-01 20:00:00,2021-02-01 20:14:59
1340.83,1341.90,1336.20,1336.20,18423.557,2021-02-01 20:15:00,2021-02-01 20:29:59
1336.21,1338.27,1333.37,1337.68,11821.189,2021-02-01 20:30:00,2021-02-01 20:44:59
1337.68,1338.67,1333.30,1337.43,10777.977,2021-02-01 20:45:00,2021-02-01 20:59:59
1337.43,1338.53,1334.00,1336.44,14217.340,2021-02-01 21:00:00,2021-02-01 21:14:59
1336.44,1338.27,1334.58,1336.72,8116.364,2021-02-01 21:15:00,2021-02-01 21:29:59
1336.71,1336.80,1330.38,1336.04,17066.257,2021-02-01 21:30:00,2021-02-01 21:44:59
1336.05,1354.97,1335.13,1352.26,51256.718,2021-02-01 21:45:00,2021-02-01 21:59:59
1352.28,1361.21,1345.36,1360.70,36978.169,2021-02-01 22:00:00,2021-02-01 22:14:59
1360.76,1365.52,1353.53,1358.41,36360.433,2021-02-01 22:15:00,2021-02-01 22:29:59
1358.42,1367.00,1354.38,1358.76,29515.678,2021-02-01 22:30:00,2021-02-01 22:44:59
1358.76,1365.48,1358.52,1358.79,21397.352,2021-02-01 22:45:00,2021-02-01 22:59:59
1358.80,1375.00,1357.91,1365.95,43081.525,2021-02-01 23:00:00,2021-02-01 23:14:59
1365.94,1374.02,1360.03,1366.65,31613.359,2021-02-01 23:15:00,2021-02-01 23:29:59
1366.66,1373.32,1365.53,1368.66,21433.496,2021-02-01 23:30:00,2021-02-01 23:44:59
1368.66,1379.73,1367.51,1376.48,43744.881,2021-02-01 23:45:00,2021-02-01 23:59:59
1376.74,1414.00,1376.05,1409.13,118195.975,2021-02-02 00:00:00,2021-02-02 00:14:59
1408.99,1416.54,1389.11,1392.58,90776.738,2021-02-02 00:15:00,2021-02-02 00:29:59
1392.57,1397.79,1384.08,1388.02,45467.169,2021-02-02 00:30:00,2021-02-02 00:44:59
1388.18,1395.00,1381.00,1384.80,32844.730,2021-02-02 00:45:00,2021-02-02 00:59:59
1384.75,1385.35,1371.12,1383.60,47910.766,2021-02-02 01:00:00,2021-02-02 01:14:59
1383.60,1392.60,1380.50,1383.25,26433.239,2021-02-02 01:15:00,2021-02-02 01:29:59
1383.25,1390.58,1382.47,1384.49,20114.382,2021-02-02 01:30:00,2021-02-02 01:44:59
1384.34,1387.00,1376.31,1385.11,27632.674,2021-02-02 01:45:00,2021-02-02 01:59:59
1385.12,1390.58,1381.63,1386.00,25804.985,2021-02-02 02:00:00,2021-02-02 02:14:59
1386.18,1394.14,1385.32,1386.57,22638.996,2021-02-02 02:15:00,2021-02-02 02:29:59
1386.59,1389.29,1381.00,1381.19,20382.293,2021-02-02 02:30:00,2021-02-02 02:44:59
1381.19,1382.79,1372.10,1376.21,26696.116,2021-02-02 02:45:00,2021-02-02 02:59:59
1376.22,1377.70,1363.00,1372.30,40760.104,2021-02-02 03:00:00,2021-02-02 03:14:59
1372.21,1375.49,1368.20,1373.84,14780.304,2021-02-02 03:15:00,2021-02-02 03:29:59
1373.85,1376.81,1370.22,1375.55,16067.924,2021-02-02 03:30:00,2021-02-02 03:44:59
1375.55,1379.57,1370.36,1371.26,13777.753,2021-02-02 03:45:00,2021-02-02 03:59:59
1371.27,1382.91,1370.01,1380.25,30889.041,2021-02-02 04:00:00,2021-02-02 04:14:59
1380.20,1389.11,1376.84,1379.33,32533.043,2021-02-02 04:15:00,2021-02-02 04:29:59
1379.37,1383.09,1378.61,1379.39,11474.603,2021-02-02 04:30:00,2021-02-02 04:44:59
1379.51,1387.81,1378.98,1382.75,13669.750,2021-02-02 04:45:00,2021-02-02 04:59:59
1382.75,1387.81,1379.69,1381.53,13472.204,2021-02-02 05:00:00,2021-02-02 05:14:59
1381.53,1390.48,1380.65,1387.60,18065.966,2021-02-02 05:15:00,2021-02-02 05:29:59
1387.52,1392.00,1387.41,1390.15,14744.615,2021-02-02 05:30:00,2021-02-02 05:44:59
1390.15,1398.24,1387.97,1389.10,28585.393,2021-02-02 05:45:00,2021-02-02 05:59:59
1389.10,1400.58,1389.09,1393.98,28113.567,2021-02-02 06:00:00,2021-02-02 06:14:59
1393.98,1399.00,1391.70,1394.62,16535.564,2021-02-02 06:15:00,2021-02-02 06:29:59
1394.54,1412.00,1392.61,1411.05,48761.144,2021-02-02 06:30:00,2021-02-02 06:44:59
1410.91,1414.80,1403.90,1407.72,49728.949,2021-02-02 06:45:00,2021-02-02 06:59:59
1407.83,1425.70,1407.83,1412.85,80538.827,2021-02-02 07:00:00,2021-02-02 07:14:59
1412.85,1419.00,1406.49,1418.82,34406.517,2021-02-02 07:15:00,2021-02-02 07:29:59
1418.72,1425.93,1413.69,1424.32,35557.754,2021-02-02 07:30:00,2021-02-02 07:44:59
1424.33,1429.00,1416.31,1417.11,37695.303,2021-02-02 07:45:00,2021-02-02 07:59:59
1417.11,1439.00,1417.09,1435.65,83394.990,2021-02-02 08:00:00,2021-02-02 08:14:59
1435.51,1441.50,1426.00,1429.26,51089.422,2021-02-02 08:15:00,2021-02-02 08:29:59
1429.26,1432.00,1411.00,1421.52,70006.157,2021-02-02 08:30:00,2021-02-02 08:44:59
1421.45,1462.04,1420.59,1458.76,135579.128,2021-02-02 08:45:00,2021-02-02 08:59:59
1458.76,1467.90,1445.00,1454.46,132575.457,2021-02-02 09:00:00,2021-02-02 09:14:59
1454.65,1458.00,1434.40,1446.21,83983.888,2021-02-02 09:15:00,2021-02-02 09:29:59
1446.21,1456.47,1438.11,1442.72,56623.971,2021-02-02 09:30:00,2021-02-02 09:44:59
1442.67,1444.20,1431.00,1440.82,47791.283,2021-02-02 09:45:00,2021-02-02 09:59:59
1441.01,1452.42,1438.09,1438.10,39441.870,2021-02-02 10:00:00,2021-02-02 10:14:59
1438.23,1442.00,1433.00,1439.75,35373.320,2021-02-02 10:15:00,2021-02-02 10:29:59
1439.74,1445.78,1439.74,1441.57,23847.182,2021-02-02 10:30:00,2021-02-02 10:44:59
1441.57,1448.11,1436.27,1442.87,33353.833,2021-02-02 10:45:00,2021-02-02 10:59:59
1442.88,1452.99,1442.88,1451.51,38045.486,2021-02-02 11:00:00,2021-02-02 11:14:59
1451.51,1452.17,1420.31,1423.15,79610.287,2021-02-02 11:15:00,2021-02-02 11:29:59
1423.15,1429.74,1413.08,1426.66,74100.399,2021-02-02 11:30:00,2021-02-02 11:44:59
1426.46,1433.00,1419.41,1423.21,42970.923,2021-02-02 11:45:00,2021-02-02 11:59:59
1423.22,1432.94,1411.00,1432.26,59791.992,2021-02-02 12:00:00,2021-02-02 12:14:59
1432.20,1440.90,1428.51,1434.15,45274.503,2021-02-02 12:15:00,2021-02-02 12:29:59
1434.11,1435.97,1430.00,1433.14,17498.585,2021-02-02 12:30:00,2021-02-02 12:44:59
1433.06,1434.59,1420.00,1428.71,36026.549,2021-02-02 12:45:00,2021-02-02 12:59:59
1428.72,1439.66,1424.42,1438.59,25294.675,2021-02-02 13:00:00,2021-02-02 13:14:59
1438.60,1448.00,1433.99,1436.47,60230.206,2021-02-02 13:15:00,2021-02-02 13:29:59
1436.55,1441.70,1427.48,1432.82,37620.512,2021-02-02 13:30:00,2021-02-02 13:44:59
1432.83,1438.43,1425.01,1429.10,29267.641,2021-02-02 13:45:00,2021-02-02 13:59:59
1429.29,1439.35,1426.45,1433.23,26979.506,2021-02-02 14:00:00,2021-02-02 14:14:59
1433.25,1439.34,1413.71,1420.68,65147.867,2021-02-02 14:15:00,2021-02-02 14:29:59
1420.48,1430.00,1413.61,1428.52,33874.488,2021-02-02 14:30:00,2021-02-02 14:44:59
1428.53,1437.92,1426.87,1434.19,32889.612,2021-02-02 14:45:00,2021-02-02 14:59:59
1434.10,1441.00,1424.87,1440.01,35822.837,2021-02-02 15:00:00,2021-02-02 15:14:59
1440.03,1451.00,1434.71,1435.30,80631.644,2021-02-02 15:15:00,2021-02-02 15:29:59
1435.44,1435.92,1422.50,1427.51,49973.476,2021-02-02 15:30:00,2021-02-02 15:44:59
1427.50,1429.86,1421.00,1428.40,45197.576,2021-02-02 15:45:00,2021-02-02 15:59:59
1428.40,1442.75,1424.28,1441.20,79618.878,2021-02-02 16:00:00,2021-02-02 16:14:59
1441.20,1475.00,1433.96,1472.18,101271.416,2021-02-02 16:15:00,2021-02-02 16:29:59
1472.19,1507.21,1472.18,1491.01,292679.469,2021-02-02 16:30:00,2021-02-02 16:44:59
1491.00,1508.00,1483.00,1498.45,145401.012,2021-02-02 16:45:00,2021-02-02 16:59:59
1498.45,1507.34,1485.00,1487.50,99360.160,2021-02-02 17:00:00,2021-02-02 17:14:59
1487.51,1491.81,1471.31,1483.68,113416.310,2021-02-02 17:15:00,2021-02-02 17:29:59
1483.65,1488.67,1475.23,1481.71,41766.728,2021-02-02 17:30:00,2021-02-02 17:44:59
1481.72,1482.23,1466.00,1475.99,59263.719,2021-02-02 17:45:00,2021-02-02 17:59:59
1476.00,1482.57,1470.41,1480.77,41902.615,2021-02-02 18:00:00,2021-02-02 18:14:59
1480.77,1488.62,1478.96,1483.53,36797.845,2021-02-02 18:15:00,2021-02-02 18:29:59
1483.53,1492.88,1482.38,1483.00,36369.766,2021-02-02 18:30:00,2021-02-02 18:44:59
1483.01,1497.00,1477.58,1493.82,46019.244,2021-02-02 18:45:00,2021-02-02 18:59:59
1493.82,1504.00,1491.10,1495.96,67278.160,2021-02-02 19:00:00,2021-02-02 19:14:59
1495.96,1499.40,1483.35,1488.94,45742.018,2021-02-02 19:15:00,2021-02-02 19:29:59
1488.80,1499.96,1486.00,1494.28,34437.667,2021-02-02 19:30:00,2021-02-02 19:44:59
1494.28,1523.59,1494.28,1521.19,102046.236,2021-02-02 19:45:00,2021-02-02 19:59:59
1521.19,1545.00,1515.30,1531.60,176926.817,2021-02-02 20:00:00,2021-02-02 20:14:59
1531.59,1531.60,1515.35,1517.00,67866.029,2021-02-02 20:15:00,2021-02-02 20:29:59
1516.83,1520.65,1501.68,1507.64,80232.015,2021-02-02 20:30:00,2021-02-02 20:44:59
1508.08,1546.00,1506.25,1537.91,101403.131,2021-02-02 20:45:00,2021-02-02 20:59:59
1537.81,1542.43,1527.67,1532.90,63184.469,2021-02-02 21:00:00,2021-02-02 21:14:59
1532.49,1535.67,1521.00,1523.43,33650.771,2021-02-02 21:15:00,2021-02-02 21:29:59
1523.43,1535.00,1523.42,1530.00,30379.849,2021-02-02 21:30:00,2021-02-02 21:44:59
1530.00,1535.41,1515.00,1521.98,46294.650,2021-02-02 21:45:00,2021-02-02 21:59:59
1521.99,1531.00,1517.29,1531.00,25229.517,2021-02-02 22:00:00,2021-02-02 22:14:59
1531.00,1549.40,1529.49,1543.08,51848.154,2021-02-02 22:15:00,2021-02-02 22:29:59
1543.40,1551.50,1535.14,1538.40,76926.942,2021-02-02 22:30:00,2021-02-02 22:44:59
1538.35,1548.60,1533.31,1536.88,36000.636,2021-02-02 22:45:00,2021-02-02 22:59:59
1536.88,1542.19,1525.41,1525.82,52825.381,2021-02-02 23:00:00,2021-02-02 23:14:59
1525.82,1538.77,1525.65,1536.39,31802.174,2021-02-02 23:15:00,2021-02-02 23:29:59
1536.39,1538.50,1522.33,1529.33,37687.529,2021-02-02 23:30:00,2021-02-02 23:44:59
1529.34,1529.34,1511.92,1516.26,48361.281,2021-02-02 23:45:00,2021-02-02 23:59:59
1516.20,1535.00,1515.56,1530.15,63137.271,2021-02-03 00:00:00,2021-02-03 00:14:59
1529.93,1537.91,1529.14,1534.77,38013.173,2021-02-03 00:15:00,2021-02-03 00:29:59
1534.95,1536.53,1527.00,1531.90,25826.474,2021-02-03 00:30:00,2021-02-03 00:44:59
1531.88,1532.00,1523.29,1524.51,19520.115,2021-02-03 00:45:00,2021-02-03 00:59:59
1524.46,1526.28,1518.62,1520.57,23862.071,2021-02-03 01:00:00,2021-02-03 01:14:59
1520.58,1527.34,1516.00,1516.61,23958.000,2021-02-03 01:15:00,2021-02-03 01:29:59
1516.62,1532.95,1515.00,1532.90,28810.023,2021-02-03 01:30:00,2021-02-03 01:44:59
1532.90,1535.77,1523.56,1525.00,23846.151,2021-02-03 01:45:00,2021-02-03 01:59:59
1525.00,1525.01,1510.76,1513.40,39419.651,2021-02-03 02:00:00,2021-02-03 02:14:59
1513.33,1524.54,1512.16,1522.44,32863.060,2021-02-03 02:15:00,2021-02-03 02:29:59
1522.44,1531.10,1521.50,1531.02,27711.031,2021-02-03 02:30:00,2021-02-03 02:44:59
1531.00,1533.99,1525.55,1533.39,20481.116,2021-02-03 02:45:00,2021-02-03 02:59:59
1533.48,1545.00,1531.24,1539.16,37490.019,2021-02-03 03:00:00,2021-02-03 03:14:59
1539.18,1545.00,1535.00,1541.25,22491.095,2021-02-03 03:15:00,2021-02-03 03:29:59
1541.07,1554.00,1536.00,1547.25,38506.023,2021-02-03 03:30:00,2021-02-03 03:44:59
1547.24,1547.24,1537.50,1542.36,32072.232,2021-02-03 03:45:00,2021-02-03 03:59:59
1542.36,1558.88,1540.30,1552.93,52006.406,2021-02-03 04:00:00,2021-02-03 04:14:59
1552.94,1564.48,1550.60,1557.33,45324.416,2021-02-03 04:15:00,2021-02-03 04:29:59
1557.33,1565.18,1551.87,1560.00,40931.230,2021-02-03 04:30:00,2021-02-03 04:44:59
1559.99,1562.00,1552.26,1557.01,26222.741,2021-02-03 04:45:00,2021-02-03 04:59:59
1556.99,1557.71,1546.04,1551.73,42450.723,2021-02-03 05:00:00,2021-02-03 05:14:59
1551.73,1553.74,1546.38,1552.72,19894.041,2021-02-03 05:15:00,2021-02-03 05:29:59
1552.71,1552.72,1545.00,1546.98,23838.657,2021-02-03 05:30:00,2021-02-03 05:44:59
1546.98,1549.09,1542.76,1546.82,16607.686,2021-02-03 05:45:00,2021-02-03 05:59:59
1546.82,1554.77,1545.82,1552.47,19455.329,2021-02-03 06:00:00,2021-02-03 06:14:59
1552.47,1562.70,1550.51,1560.52,26635.156,2021-02-03 06:15:00,2021-02-03 06:29:59
1560.51,1576.50,1556.71,1566.83,62754.523,2021-02-03 06:30:00,2021-02-03 06:44:59
1566.82,1573.63,1561.84,1569.64,43445.906,2021-02-03 06:45:00,2021-02-03 06:59:59
1569.73,1569.95,1563.01,1563.68,28711.720,2021-02-03 07:00:00,2021-02-03 07:14:59
1563.76,1566.59,1557.36,1560.85,26439.495,2021-02-03 07:15:00,2021-02-03 07:29:59
1560.86,1560.95,1553.50,1556.51,22343.709,2021-02-03 07:30:00,2021-02-03 07:44:59
1556.52,1556.52,1545.60,1549.63,41849.915,2021-02-03 07:45:00,2021-02-03 07:59:59
1549.63,1555.00,1515.50,1520.83,146143.899,2021-02-03 08:00:00,2021-02-03 08:14:59
1520.80,1534.00,1518.83,1531.61,58389.829,2021-02-03 08:15:00,2021-02-03 08:29:59
1531.60,1537.12,1522.46,1535.78,50194.791,2021-02-03 08:30:00,2021-02-03 08:44:59
1535.77,1538.48,1528.53,1533.37,27121.954,2021-02-03 08:45:00,2021-02-03 08:59:59
1533.42,1534.60,1517.66,1522.14,48388.529,2021-02-03 09:00:00,2021-02-03 09:14:59
1522.14,1543.05,1517.00,1542.18,67948.812,2021-02-03 09:15:00,2021-02-03 09:29:59
1542.07,1553.00,1540.15,1542.90,58864.652,2021-02-03 09:30:00,2021-02-03 09:44:59
1542.90,1544.81,1533.09,1534.04,37734.533,2021-02-03 09:45:00,2021-02-03 09:59:59
1534.03,1539.00,1525.59,1531.79,42018.047,2021-02-03 10:00:00,2021-02-03 10:14:59
1531.80,1543.19,1531.21,1540.98,30457.549,2021-02-03 10:15:00,2021-02-03 10:29:59
1540.97,1548.00,1538.73,1542.82,18606.359,2021-02-03 10:30:00,2021-02-03 10:44:59
1542.79,1554.96,1542.79,1551.11,37083.029,2021-02-03 10:45:00,2021-02-03 10:59:59
1551.10,1561.63,1551.00,1559.33,37021.560,2021-02-03 11:00:00,2021-02-03 11:14:59
1559.26,1564.00,1553.88,1559.45,30562.756,2021-02-03 11:15:00,2021-02-03 11:29:59
1559.44,1564.63,1556.00,1559.10,24115.173,2021-02-03 11:30:00,2021-02-03 11:44:59
1559.14,1562.10,1537.20,1541.60,81681.304,2021-02-03 11:45:00,2021-02-03 11:59:59
1541.42,1548.23,1525.54,1546.97,96601.177,2021-02-03 12:00:00,2021-02-03 12:14:59
1546.96,1556.46,1544.12,1549.26,40416.557,2021-02-03 12:15:00,2021-02-03 12:29:59
1549.25,1553.74,1540.87,1548.21,33338.372,2021-02-03 12:30:00,2021-02-03 12:44:59
1548.19,1549.39,1538.00,1542.21,24779.584,2021-02-03 12:45:00,2021-02-03 12:59:59
1542.15,1555.00,1532.15,1550.39,43924.288,2021-02-03 13:00:00,2021-02-03 13:14:59
1550.10,1569.58,1546.91,1568.23,64752.312,2021-02-03 13:15:00,2021-02-03 13:29:59
1568.23,1570.00,1554.26,1559.55,47664.929,2021-02-03 13:30:00,2021-02-03 13:44:59
1559.38,1559.39,1551.43,1554.10,25425.855,2021-02-03 13:45:00,2021-02-03 13:59:59
1554.10,1564.84,1552.68,1559.97,30870.886,2021-02-03 14:00:00,2021-02-03 14:14:59
1559.89,1562.52,1550.00,1553.07,27562.058,2021-02-03 14:15:00,2021-02-03 14:29:59
1553.06,1554.22,1540.41,1547.79,37072.521,2021-02-03 14:30:00,2021-02-03 14:44:59
1547.79,1560.42,1544.55,1557.46,26388.328,2021-02-03 14:45:00,2021-02-03 14:59:59
1557.49,1564.58,1553.29,1563.90,26426.489,2021-02-03 15:00:00,2021-02-03 15:14:59
1563.89,1595.57,1560.23,1587.64,155610.647,2021-02-03 15:15:00,2021-02-03 15:29:59
1587.61,1599.86,1586.44,1593.52,95658.323,2021-02-03 15:30:00,2021-02-03 15:44:59
1593.52,1605.20,1586.00,1601.62,86374.114,2021-02-03 15:45:00,2021-02-03 15:59:59
1601.68,1620.68,1593.67,1600.98,184602.637,2021-02-03 16:00:00,2021-02-03 16:14:59
1600.91,1602.45,1583.00,1591.78,102617.738,2021-02-03 16:15:00,2021-02-03 16:29:59
1591.86,1612.69,1588.54,1607.65,61059.213,2021-02-03 16:30:00,2021-02-03 16:44:59
1607.65,1614.90,1596.51,1610.59,52735.643,2021-02-03 16:45:00,2021-02-03 16:59:59
1610.60,1618.60,1602.80,1612.51,45771.438,2021-02-03 17:00:00,2021-02-03 17:14:59
1612.51,1635.98,1612.51,1626.69,107240.602,2021-02-03 17:15:00,2021-02-03 17:29:59
1626.70,1641.31,1622.00,1630.52,93169.128,2021-02-03 17:30:00,2021-02-03 17:44:59
1630.53,1646.19,1627.98,1642.75,74393.886,2021-02-03 17:45:00,2021-02-03 17:59:59
1642.84,1648.22,1633.58,1635.02,61835.206,2021-02-03 18:00:00,2021-02-03 18:14:59
1635.04,1647.63,1625.00,1643.52,70459.062,2021-02-03 18:15:00,2021-02-03 18:29:59
1643.66,1650.53,1637.23,1644.56,48684.306,2021-02-03 18:30:00,2021-02-03 18:44:59
1644.56,1656.36,1641.19,1653.49,60279.110,2021-02-03 18:45:00,2021-02-03 18:59:59
1653.53,1655.79,1631.94,1636.13,66727.257,2021-02-03 19:00:00,2021-02-03 19:14:59
1636.15,1641.20,1630.00,1638.00,50397.759,2021-02-03 19:15:00,2021-02-03 19:29:59
1637.99,1642.86,1627.92,1636.38,38265.274,2021-02-03 19:30:00,2021-02-03 19:44:59
1636.19,1640.59,1620.00,1620.59,41479.552,2021-02-03 19:45:00,2021-02-03 19:59:59
1620.60,1628.68,1605.97,1623.99,85306.365,2021-02-03 20:00:00,2021-02-03 20:14:59
1624.00,1637.36,1623.99,1632.47,35423.761,2021-02-03 20:15:00,2021-02-03 20:29:59
1632.68,1642.50,1631.73,1637.51,25837.146,2021-02-03 20:30:00,2021-02-03 20:44:59
1637.50,1639.00,1633.25,1638.37,17929.750,2021-02-03 20:45:00,2021-02-03 20:59:59
1638.37,1643.82,1633.01,1634.79,21809.891,2021-02-03 21:00:00,2021-02-03 21:14:59
1634.78,1637.45,1622.12,1635.37,31723.727,2021-02-03 21:15:00,2021-02-03 21:29:59
1635.38,1649.59,1635.37,1645.44,41343.993,2021-02-03 21:30:00,2021-02-03 21:44:59
1645.37,1645.73,1631.01,1635.39,27409.753,2021-02-03 21:45:00,2021-02-03 21:59:59
1635.38,1642.00,1632.00,1641.58,21022.322,2021-02-03 22:00:00,2021-02-03 22:14:59
1641.58,1651.70,1639.23,1647.22,29778.694,2021-02-03 22:15:00,2021-02-03 22:29:59
1647.38,1651.55,1643.08,1646.55,19794.420,2021-02-03 22:30:00,2021-02-03 22:44:59
1646.86,1647.06,1636.32,1638.70,22506.623,2021-02-03 22:45:00,2021-02-03 22:59:59
1638.69,1647.98,1632.23,1647.97,26791.927,2021-02-03 23:00:00,2021-02-03 23:14:59
1647.95,1662.00,1647.95,1658.16,58744.430,2021-02-03 23:15:00,2021-02-03 23:29:59
1658.00,1667.93,1647.38,1658.65,43413.816,2021-02-03 23:30:00,2021-02-03 23:44:59
1658.65,1672.76,1655.90,1666.00,43087.921,2021-02-03 23:45:00,2021-02-03 23:59:59
1666.10,1680.82,1664.40,1672.50,81369.288,2021-02-04 00:00:00,2021-02-04 00:14:59
1672.50,1680.00,1667.64,1679.16,34708.679,2021-02-04 00:15:00,2021-02-04 00:29:59
1679.16,1687.47,1673.00,1674.20,60145.702,2021-02-04 00:30:00,2021-02-04 00:44:59
1674.00,1682.87,1667.50,1682.47,35504.853,2021-02-04 00:45:00,2021-02-04 00:59:59
1682.46,1701.01,1679.46,1696.93,72881.882,2021-02-04 01:00:00,2021-02-04 01:14:59
1696.98,1703.37,1683.00,1698.07,55036.286,2021-02-04 01:15:00,2021-02-04 01:29:59
1698.05,1698.06,1683.58,1687.58,32414.873,2021-02-04 01:30:00,2021-02-04 01:44:59
1687.58,1699.13,1681.41,1696.44,44993.895,2021-02-04 01:45:00,2021-02-04 01:59:59
1696.71,1701.57,1667.41,1675.33,72458.468,2021-02-04 02:00:00,2021-02-04 02:14:59
1675.33,1679.09,1651.00,1665.77,102006.738,2021-02-04 02:15:00,2021-02-04 02:29:59
1665.86,1678.45,1664.37,1677.27,50458.328,2021-02-04 02:30:00,2021-02-04 02:44:59
1677.26,1684.22,1669.04,1683.56,34727.340,2021-02-04 02:45:00,2021-02-04 02:59:59
